,Unnamed: 0,scale,path,psnr,ssim,lpips,chamfer
10783,10783,any,/root/autodl-tmp/animedata/train_10k/Disney_27_34281_s2,45.387127562230056,0.9953522,0.04984,4.140491e-06
16671,16671,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_3_11637_s2,24.20689082761115,0.95511824,0.04984,2.9406103e-05
16708,16708,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_3_12347_s3,27.23731923116695,0.96342236,0.04984,2.6546788e-05
5922,5922,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/764,43.436053416149576,0.99804014,0.04987,1.14540435e-05
5952,5952,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/791,36.1077453406474,0.98108095,0.04987,1.6810258e-05
8615,8615,"(960, 1920)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_042002_s2,35.74689797009527,0.9926413,0.04987,5.0822728e-06
17876,17876,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_081126_s3,35.47253743938859,0.98820984,0.04987,5.7367e-06
2583,2583,"(960, 1920)",/root/autodl-tmp/animedata/anime_dataset/3323,24.00421804743911,0.9679097,0.0499,2.5730456e-05
6498,6498,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_018280_s2,39.173468794453086,1.0702298,0.0499,3.7153281e-06
6826,6826,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_004483_s1,28.22258779924118,1.0403531,0.0499,3.5373083e-05
9836,9836,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_21_01640_s2,35.38978244779831,0.99072784,0.0499,5.7469833e-06
14006,14006,any,/root/autodl-tmp/animedata/train_10k/Japan_0_138875_s2,31.558274597790827,0.9836714,0.0499,1.1679829e-05
601,601,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/154,29.997140639069887,0.9615545,0.04993,2.0584346e-05
7948,7948,"(256, 512)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_037413_s3,29.94261993376388,0.9757401,0.04993,3.266043e-05
14479,14479,any,/root/autodl-tmp/animedata/train_10k/Japan_0_37816_s3,24.560242574862965,0.9772364,0.04993,2.4013467e-05
17783,17783,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_056892_s2,28.958486762820637,0.97006744,0.04993,2.496704e-05
17933,17933,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_091898_s3,42.33965607600436,1.0072095,0.04993,2.8096447e-06
6411,6411,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_002233_s2,28.277826356515995,1.0555601,0.04996,2.4023071e-05
10257,10257,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_24_06280_s2,35.42560227052371,0.9832701,0.04996,1.8158811e-05
11239,11239,any,/root/autodl-tmp/animedata/train_10k/Disney_4_05337_s1,31.85129039750912,1.0357304,0.04996,2.641815e-05
12134,12134,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_18_01291_s2,28.64388758975581,0.97816664,0.04996,3.8124475e-05
14515,14515,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_0_41182_s3,24.67547341664566,0.96272355,0.04996,4.3456464e-05
17712,17712,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_042938_s2,31.387367181415936,0.9752614,0.04996,2.2147833e-05
1121,1121,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/2007,26.466494404139382,0.9384222,0.05,3.4013952e-05
4203,4203,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/4782,31.74291839244612,1.0000359,0.05,2.3024997e-05
4313,4313,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/4881,32.16565399002269,0.9770607,0.05,1.9460464e-05
9453,9453,"(192, 384)",/root/autodl-tmp/animedata/train_10k/Disney_17_00082_s2,30.869895912246,0.9870627,0.05,2.1304173e-05
12962,12962,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_024314_s1,26.66078861120741,0.9520909,0.05,3.7325473e-05
14394,14394,any,/root/autodl-tmp/animedata/train_10k/Japan_0_20974_s3,26.298776057740053,0.9646588,0.05,1.7123775e-05
15471,15471,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_2_128535_s2,30.812654279420578,0.9465576,0.05,3.7761736e-05
8759,8759,any,/root/autodl-tmp/animedata/train_10k/Disney_10_04260_s1,31.79688623296938,0.9969424,0.05002,2.2028005e-05
12110,12110,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_16_05477_s1,34.81097150456486,1.0653472,0.05002,1.046068e-05
14379,14379,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_0_176298_s3,27.147750050109916,0.97222424,0.05002,2.1062922e-05
15741,15741,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_18305_s3,26.190674454298524,0.9561373,0.05002,2.7789527e-05
4384,4384,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/4945,32.99625709499797,0.9595997,0.05005,2.8320424e-05
6243,6243,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_12_001856_s2,30.610203208459065,0.98419076,0.05005,1.4236688e-05
10681,10681,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_27_29422_s1,26.557100781844987,0.9678656,0.05005,2.9454179e-05
17830,17830,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_071054_s3,39.9178297355896,0.9864115,0.05005,2.029103e-05
727,727,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/1653,26.68108419002938,0.96465874,0.05008,3.6924663e-05
8245,8245,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_0_02669_s1,22.2735249049071,0.96022975,0.05008,5.9671194e-05
2964,2964,"(320, 640)",/root/autodl-tmp/animedata/anime_dataset/3667,33.94120013700758,0.98636657,0.0501,2.4906156e-05
8489,8489,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_0_11196_s2,26.86783785279775,0.9719076,0.0501,3.146432e-05
13971,13971,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_0_133582_s2,34.745214873449214,0.9702488,0.0501,1.4456513e-05
17879,17879,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_081146_s3,36.08515705957009,0.99436766,0.0501,4.9986547e-06
17997,17997,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_105485_s3,43.90490334762104,0.99607426,0.0501,2.8448878e-06
6570,6570,"(256, 512)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_033589_s2,29.18762212512197,1.0669096,0.05014,1.0414862e-05
8385,8385,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_0_05981_s2,24.967020800501185,0.9744996,0.05014,2.7638504e-05
15351,15351,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_108204_s2,28.63117358082374,0.9455371,0.05014,4.5981444e-05
17736,17736,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_048892_s3,37.12539233758299,0.9894408,0.05014,6.692868e-06
4275,4275,"(320, 640)",/root/autodl-tmp/animedata/anime_dataset/4847,27.647459050172788,0.96136177,0.05017,3.0493564e-05
6497,6497,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_018278_s2,39.22892156061828,1.0700654,0.05017,4.3718164e-06
6639,6639,"(1088, 2176)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_039802_s2,27.099842241576923,1.074976,0.05017,2.0506934e-05
13865,13865,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_119612_s3,24.38634318931689,0.95074755,0.05017,3.0302886e-05
4147,4147,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/4731,27.942742911336907,1.0520617,0.0502,2.324169e-05
15773,15773,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_186449_s2,31.973416563166523,1.128352,0.0502,3.3704513e-05
4678,4678,"(1088, 2176)",/root/autodl-tmp/animedata/anime_dataset/5209,34.98994810972535,1.0099726,0.05023,8.873474e-06
6395,6395,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_000214_s2,33.88775981477444,1.0602103,0.05023,1.4340356e-05
7252,7252,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_007066_s1,29.41350548989272,0.96363395,0.05023,3.9223225e-05
10585,10585,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_27_22670_s1,32.182742033599496,0.9837667,0.05026,9.085466e-06
7715,7715,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_1_152320_s3,28.51844878867471,0.9684783,0.0503,2.9175068e-05
9538,9538,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_19_00099_s2,39.91769578812588,0.9929713,0.0503,9.655776e-06
13397,13397,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Hayao_0_00280_s3,27.322815723936525,0.95729184,0.0503,3.824211e-05
14614,14614,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_0_55492_s3,29.988911812660135,0.9724601,0.0503,1.9781375e-05
17119,17119,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_4_139703_s3,35.70219087755573,0.9758354,0.0503,1.6779495e-05
7672,7672,any,/root/autodl-tmp/animedata/test_2k_original/Japan_v2_1_121331_s3,26.55383026576132,0.9712791,0.05032,2.3131346e-05
9711,9711,any,/root/autodl-tmp/animedata/train_10k/Disney_20_01666_s1,33.32496826938318,0.9889388,0.05032,2.3156379e-05
9985,9985,any,/root/autodl-tmp/animedata/train_10k/Disney_22_01801_s1,31.50637209481861,0.98616105,0.05032,1.2012548e-05
13360,13360,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_v3_7_048621_s2,26.78155497071448,0.96239716,0.05032,3.3341094e-05
5972,5972,any,/root/autodl-tmp/animedata/anime_dataset/809,37.31714107356916,0.9811697,0.05035,1.5167629e-05
6620,6620,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_038220_s1,28.11409488154292,1.0786059,0.05035,1.5742313e-05
6661,6661,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_042224_s2,29.15972952993993,1.0645806,0.05035,1.0288646e-05
9831,9831,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_21_01533_s2,30.62731665397097,0.9749089,0.05035,1.0712143e-05
9938,9938,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_21_04234_s2,29.94018175395584,0.9670753,0.05035,2.2363478e-05
11102,11102,any,/root/autodl-tmp/animedata/train_10k/Disney_2_02192_s1,31.85935667512831,0.99571717,0.05035,1.8470084e-05
13351,13351,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_7_041688_s1,26.197195201234507,0.97309494,0.05035,4.2013846e-05
13600,13600,any,/root/autodl-tmp/animedata/train_10k/Hayao_0_01712_s3,23.068050487134336,0.9555751,0.05035,3.096412e-05
13606,13606,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01895_s3,22.68208330056777,0.9712303,0.05035,8.499529e-05
15194,15194,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_1_20410_s3,32.02469262776366,0.9863151,0.05035,1.8521361e-05
1384,1384,"(1088, 2176)",/root/autodl-tmp/animedata/anime_dataset/2244,44.09016681961149,1.0041966,0.05038,3.0113542e-06
6757,6757,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_012799_s2,29.33600122251249,1.0398151,0.05038,1.8550985e-05
10452,10452,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_27_04923_s2,29.5749631388638,0.9831918,0.05038,1.31287525e-05
15655,15655,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_2_166276_s3,25.48534379376604,0.8766496,0.05038,3.7718448e-05
3603,3603,"(832, 1664)",/root/autodl-tmp/animedata/anime_dataset/4241,24.89458049501653,0.9973446,0.0504,4.051542e-06
6628,6628,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_038925_s2,28.94220198110443,1.0601001,0.0504,1.5957237e-05
9269,9269,any,/root/autodl-tmp/animedata/train_10k/Disney_14_00006_s2,36.52536609426246,0.99491733,0.0504,1.7037775e-05
14956,14956,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_1_109551_s2,32.087091443851875,0.9772689,0.0504,2.2210075e-05
16971,16971,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_3_89501_s3,30.615279950218333,0.98465955,0.0504,1.9486906e-05
17282,17282,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_4_49251_s3,36.96709590232649,0.9943691,0.0504,5.665099e-06
17761,17761,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_053408_s2,32.35437671068502,0.98834103,0.0504,1.050217e-05
6789,6789,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_001097_s1,47.73838787028952,1.0709412,0.05045,2.7668812e-06
13912,13912,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_128000_s3,29.39697213750596,0.9458281,0.05045,3.752406e-05
14384,14384,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_0_176506_s2,29.81727120931093,0.98304856,0.05045,3.5763227e-05
1495,1495,"(832, 1664)",/root/autodl-tmp/animedata/anime_dataset/2344,37.45026940163444,0.9828846,0.05048,2.1143174e-05
4415,4415,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/4973,38.70732562459117,0.9953429,0.05048,2.0902162e-05
5965,5965,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/802,34.44110724292808,0.94589055,0.05048,1.1854499e-05
7535,7535,any,/root/autodl-tmp/animedata/test_2k_original/Japan_v2_0_163786_s2,33.94261895842816,0.9887533,0.05048,1.2279115e-05
9553,9553,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_19_01519_s2,29.0516493322721,0.98707026,0.05048,2.2483948e-05
13119,13119,any,/root/autodl-tmp/animedata/train_10k/Disney_v3_6_041017_s2,28.114019230984194,0.96967334,0.05048,2.3342469e-05
14622,14622,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_56021_s3,25.766777926092782,0.96240586,0.05048,2.2304073e-05
7241,7241,any,/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_006017_s2,34.72809251282087,0.9741869,0.0505,1.7804708e-05
7463,7463,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_0_047910_s3,26.37156859610094,0.9633613,0.0505,3.7213707e-05
11228,11228,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_4_03140_s2,29.551522305581187,0.9763495,0.05054,3.4959514e-05
13396,13396,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Hayao_0_00280_s2,27.32841690180755,0.9574812,0.05054,3.821934e-05
13570,13570,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01650_s3,29.098046870068053,0.96537036,0.05054,3.0859024e-05
15833,15833,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_2_192444_s2,34.07266540933968,0.9715426,0.05054,1.9796402e-05
6556,6556,any,/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_032304_s1,24.826843579630623,1.0591292,0.05057,3.1230644e-05
12049,12049,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_16_01393_s2,27.891011720949315,1.0572848,0.05057,2.3547724e-05
621,621,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/1558,30.56136561925342,0.9622139,0.0506,2.6144698e-05
1953,1953,"(320, 640)",/root/autodl-tmp/animedata/anime_dataset/2757,31.85464607113817,0.98358595,0.0506,1.976262e-05
9273,9273,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_14_00033_s2,36.973083373862,0.99532145,0.0506,1.6020596e-05
9478,9478,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_17_01488_s2,37.83186192012136,0.9886159,0.0506,2.132613e-05
11099,11099,any,/root/autodl-tmp/animedata/train_10k/Disney_2_02179_s1,30.600171404397827,0.9853985,0.0506,3.118744e-05
16985,16985,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_3_91776_s3,27.239506544242168,0.9692405,0.0506,3.9105653e-05
485,485,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/1435,28.050954065193068,1.043706,0.05063,2.8387763e-05
10457,10457,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_27_05386_s2,25.993683316090824,0.9580264,0.05063,3.129567e-05
11138,11138,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_2_04091_s2,33.183595447371694,0.99456537,0.05063,3.1477863e-05
13355,13355,any,/root/autodl-tmp/animedata/train_10k/Disney_v3_7_043038_s1,30.4491042995635,0.9773155,0.05063,2.6269605e-05
17985,17985,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_102567_s2,37.05288939292628,0.9761617,0.05063,1.7803926e-05
2463,2463,"(960, 1920)",/root/autodl-tmp/animedata/anime_dataset/3215,27.374283684775413,0.9770892,0.05066,2.318262e-05
2492,2492,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/3241,27.70482138980427,0.97012293,0.05066,1.9322584e-05
7283,7283,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_015472_s2,24.9994747076911,0.93743706,0.05066,3.7813417e-05
11133,11133,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_2_03865_s1,34.53340180971943,0.9980766,0.05066,1.7417196e-05
12205,12205,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_v2_17_03475_s2,33.949396784905154,1.0606896,0.05066,2.3245906e-05
12783,12783,any,/root/autodl-tmp/animedata/train_10k/Disney_v3_5_002678_s2,37.351037606234655,0.9940912,0.05066,2.009508e-05
13250,13250,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_v3_7_021027_s2,32.97526634802242,0.9843825,0.05066,2.8343522e-05
13260,13260,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_v3_7_021384_s1,36.46482718826842,1.0284156,0.05066,1.2794206e-05
13267,13267,any,/root/autodl-tmp/animedata/train_10k/Disney_v3_7_034171_s1,29.843266722574302,0.97406054,0.05066,2.7395825e-05
13394,13394,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Hayao_0_00278_s3,27.30400009811882,0.95732594,0.05066,3.8103743e-05
14963,14963,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_1_110513_s2,29.364564314909263,0.96654767,0.05066,3.335157e-05
15522,15522,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_2_14334_s3,25.612203111713384,0.94779253,0.05066,3.4263918e-05
17089,17089,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_4_125369_s3,32.91233003532902,0.9816036,0.05066,4.9273855e-05
11104,11104,any,/root/autodl-tmp/animedata/train_10k/Disney_2_02202_s2,31.257538941994063,0.9975124,0.0507,1.3390281e-05
12681,12681,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_13_000628_s1,38.41729710208151,0.98884,0.0507,1.2246246e-05
13395,13395,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Hayao_0_00279_s3,27.32124247780064,0.95739675,0.0507,3.831894e-05
15387,15387,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_112956_s2,28.12305486869753,0.9285408,0.0507,3.470153e-05
4767,4767,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/529,44.14756308528276,1.2052202,0.05072,0.0
8541,8541,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_0_12323_s1,29.66840369524849,1.0057596,0.05072,2.9400966e-05
12549,12549,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_v2_8_04554_s2,29.36605875558592,0.96351594,0.05072,3.7582722e-05
13349,13349,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_v3_7_041520_s1,30.3119645858376,0.98148316,0.05072,2.0615604e-05
15548,15548,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_147243_s3,29.19324983326701,0.9688519,0.05072,3.768586e-05
15955,15955,any,/root/autodl-tmp/animedata/train_10k/Japan_2_21891_s2,24.84547097561236,0.9089017,0.05072,5.056179e-05
18053,18053,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_120060_s3,35.12537054620949,0.999679,0.05072,1.3174305e-05
9271,9271,any,/root/autodl-tmp/animedata/train_10k/Disney_14_00018_s2,36.04867592799006,0.9945482,0.05075,1.7176008e-05
10762,10762,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_27_33981_s2,40.55423901766075,0.99431366,0.05075,2.8497405e-05
16339,16339,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_3_22308_s3,28.80397827709645,0.9776213,0.05075,2.524029e-05
6237,6237,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_12_001309_s1,38.33883587995805,1.0007132,0.05078,8.6839755e-06
6397,6397,"(960, 1920)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_000229_s2,36.60452186164336,1.0627812,0.05078,1.0905707e-05
8065,8065,any,/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_114003_s3,26.89949373515606,0.9597167,0.05078,3.2944237e-05
8612,8612,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_10_00504_s2,30.709017279654617,0.9961578,0.05078,1.8043933e-05
12770,12770,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_v3_5_001297_s1,31.38407589678088,0.98054564,0.05078,3.5930403e-05
14159,14159,"(192, 384)",/root/autodl-tmp/animedata/train_10k/Japan_0_157898_s2,27.580819957039683,0.97568816,0.05078,2.8300929e-05
14332,14332,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_0_172829_s3,32.24733976805219,0.98968554,0.05078,2.1377982e-05
15709,15709,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_176667_s2,37.9277246186009,0.9778236,0.05078,2.5810241e-05
16082,16082,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_31060_s2,24.79387751539853,0.93489414,0.05078,4.774503e-05
16782,16782,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_3_39323_s3,28.24264005565612,0.9660816,0.05078,3.3736225e-05
17151,17151,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_4_147339_s3,31.823286033614625,0.9759637,0.05078,1.6979355e-05
17334,17334,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Japan_4_63755_s3,28.76645447785476,0.97398794,0.05078,2.5996698e-05
7153,7153,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_045012_s1,33.77049261454501,1.0624257,0.0508,1.5133644e-05
7155,7155,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_045039_s1,30.72782006513552,1.0606471,0.0508,1.592305e-05
7878,7878,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_006965_s2,35.432558340935564,0.97847754,0.0508,1.4188506e-05
9191,9191,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_13_02317_s2,30.9403064409463,0.95536524,0.0508,4.0050014e-05
10297,10297,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_25_03888_s2,33.46040151669945,0.9833136,0.0508,3.380484e-05
16083,16083,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_31061_s2,24.793059747447764,0.9343506,0.0508,4.7824567e-05
2162,2162,"(1088, 2176)",/root/autodl-tmp/animedata/anime_dataset/2945,33.48213081684878,0.9652273,0.05084,2.6546426e-05
5500,5500,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/595,33.27105904112538,0.98594385,0.05084,2.1040585e-05
7068,7068,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_034026_s1,27.34983495794619,1.0428932,0.05084,2.5138124e-05
11814,11814,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_13_04981_s2,28.401657952431524,0.9689358,0.05084,3.7053887e-05
14520,14520,any,/root/autodl-tmp/animedata/train_10k/Japan_0_42018_s3,30.213237925436328,0.97458637,0.05084,2.0771928e-05
15706,15706,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_2_176577_s3,38.68269896674485,0.9679486,0.05084,2.6862812e-05
4977,4977,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/5479,39.5343541185344,0.98233694,0.05087,1.5123196e-05
12479,12479,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_7_02349_s2,32.36897015694279,0.9516213,0.05087,4.1454223e-05
17773,17773,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_055665_s2,30.628265713136138,0.97419333,0.05087,1.8663133e-05
3207,3207,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/3886,35.638724293323754,0.994556,0.0509,8.044753e-06
7427,7427,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_9_002480_s2,27.696071964598943,0.98593074,0.0509,2.9704315e-05
8396,8396,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_0_06329_s2,24.57628558232898,0.9642951,0.0509,2.865155e-05
8839,8839,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_11_01721_s2,33.63967769698624,0.9956239,0.0509,5.4244056e-06
10038,10038,any,/root/autodl-tmp/animedata/train_10k/Disney_22_03688_s2,35.864194358751284,0.9783124,0.0509,1.857301e-05
10048,10048,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Disney_23_00215_s2,32.80719778804864,0.9877377,0.0509,1.5903834e-05
13709,13709,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_0_09851_s2,24.87615409888579,0.9617471,0.0509,2.8410259e-05
13934,13934,any,/root/autodl-tmp/animedata/train_10k/Japan_0_130423_s2,25.998445643583644,0.93522304,0.0509,4.513425e-05
2945,2945,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/365,28.04604270742841,0.9058528,0.05093,4.7296548e-05
5945,5945,"(320, 640)",/root/autodl-tmp/animedata/anime_dataset/785,34.767708784442924,0.9388352,0.05093,1.1620761e-05
8078,8078,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_126047_s3,26.533442534930465,0.96460897,0.05093,2.873718e-05
7307,7307,"(960, 1920)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_017489_s2,29.53792528617588,0.9470416,0.05096,2.128479e-05
11337,11337,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_7_01365_s2,28.732615414838243,0.95472777,0.05096,3.585819e-05
12389,12389,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_v2_5_03827_s2,36.63059511355542,1.0534608,0.05096,1.9564031e-05
12634,12634,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Disney_v3_0_003644_s2,25.977110834367718,0.9741324,0.05096,2.9290244e-05
14338,14338,any,/root/autodl-tmp/animedata/train_10k/Japan_0_173266_s3,32.037875658152714,0.98609126,0.05096,1.1674342e-05
15350,15350,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Japan_2_108202_s2,28.85512860618711,0.9361416,0.05096,4.6312303e-05
17888,17888,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_081224_s1,39.06129692634244,1.0001751,0.05096,5.6803374e-06
